"","MSZoning","Neighborhood","BldgType","HouseStyle","OverallQual","YearBuilt","YearRemodAdd","ExterQual","ExterCond","HeatingQC","CentralAir","X1stFlrSF","GrLivArea","FullBath","KitchenQual","GarageCars","SaleCondition","SalePrice","NHood","MSZone","BType","HStyle","SCond","KQual","ExQual","Cair","HQC","ECond","SalePrice.log","X1stFlrSF.log","GrLivArea.log"
"446","RL","Edwards","1Fam","1Story",6,1956,1956,"TA","TA","Fa","Y",1689,1689,1,"TA",2,"Normal",127500,2,4,3,3,5,2,2,1,2,3,11.7558716435806,7.4318919168078,7.4318919168078
"447","RL","NAmes","1Fam","1Story",6,1966,2002,"Gd","TA","Ex","Y",1888,1888,2,"Gd",2,"Normal",190000,3,4,3,3,5,3,3,1,5,3,12.1547793511426,7.54327334670545,7.54327334670545
"448","RL","Gilbert","1Fam","2Story",7,1998,1999,"Gd","TA","Gd","Y",956,1886,2,"Gd",2,"Normal",199900,4,4,3,4,5,3,3,1,4,3,12.2055725204885,6.8627579130514,7.5422134631934
"449","RM","IDOTRR","1Fam","1.5Fin",6,1937,1950,"TA","TA","TA","Y",780,1376,2,"TA",1,"Normal",119500,1,2,3,2,5,2,2,1,3,3,11.6910716503537,6.65929391968364,7.22693601849329
"450","RM","OldTown","1Fam","1.5Fin",3,1948,2002,"TA","Gd","Ex","Y",679,1183,1,"TA",1,"Normal",120000,2,2,3,2,5,2,2,1,5,4,11.6952470217642,6.5206211275587,7.07580886397839
"451","RM","OldTown","1Fam","1Story",6,1930,2005,"TA","TA","Ex","Y",813,813,1,"Gd",1,"Normal",110000,2,2,3,3,5,3,2,1,5,3,11.6082356447746,6.70073110954781,6.70073110954781
"452","RL","ClearCr","1Fam","1Story",7,1975,1975,"TA","TA","TA","Y",1533,1533,2,"Gd",2,"Normal",280000,4,4,3,3,5,3,2,1,3,3,12.5425448821514,7.33498187887181,7.33498187887181
"453","RL","Timber","1Fam","2Story",6,1996,1997,"Gd","TA","Ex","Y",888,1756,2,"TA",2,"Normal",204000,5,4,3,4,5,2,3,1,5,3,12.2258752728264,6.78897174299217,7.47079377419506
"454","FV","Somerst","1Fam","2Story",8,2008,2008,"Gd","TA","Ex","Y",786,1590,2,"Gd",2,"Normal",210000,5,5,3,4,5,3,3,1,5,3,12.2548628096996,6.66695679242921,7.37148929521428
"455","RL","Mitchel","Duplex","1Story",5,1976,1976,"TA","TA","TA","Y",1728,1728,2,"TA",2,"Family",188000,3,4,2,3,3,2,2,1,3,3,12.1441972418121,7.454719949364,7.454719949364
"456","RL","NWAmes","1Fam","1Story",7,1973,1973,"TA","TA","Fa","Y",1242,1242,1,"TA",2,"Normal",175500,4,4,3,3,5,2,2,1,2,3,12.0753943218881,7.12447826249342,7.12447826249342
"457","RM","OldTown","1Fam","2Story",5,1916,1950,"TA","TA","Fa","N",624,1344,1,"TA",3,"Abnorml",98000,2,2,3,4,5,2,2,0,2,3,11.4927227576527,6.43615036836943,7.20340552108309
"458","RL","ClearCr","1Fam","1Story",4,1954,1994,"TA","TA","Ex","Y",1663,1663,1,"Gd",2,"Normal",256000,4,4,3,3,5,3,2,1,5,3,12.4529327234617,7.41637847919293,7.41637847919293
"459","RM","OldTown","1Fam","2Story",8,1925,1996,"TA","Gd","Fa","Y",833,1666,1,"Gd",1,"Normal",161000,2,2,3,4,5,3,2,1,2,4,11.9891596439666,6.72503364216684,7.41818082272679
"460","RL","BrkSide","1Fam","1.5Fin",5,1950,1950,"TA","TA","TA","Y",979,1203,1,"Gd",1,"Normal",110000,2,4,3,2,5,3,2,1,3,3,11.6082356447746,6.88653164253051,7.09257371597468
"461","FV","Somerst","1Fam","2Story",8,2009,2009,"Gd","TA","Ex","Y",832,1935,2,"TA",2,"Partial",263435,5,5,3,4,6,2,3,1,5,3,12.4815619372163,6.72383244082121,7.56786260546388
"462","RL","SWISU","1Fam","2Story",7,1936,2007,"Gd","Gd","Ex","Y",575,1135,1,"Gd",2,"Normal",155000,3,4,3,4,5,3,3,1,5,4,11.9511803959014,6.35437004079735,7.0343879299155
"463","RL","Sawyer","1Fam","1Story",5,1965,1965,"TA","TA","Gd","Y",864,864,1,"TA",1,"Normal",62383,3,4,3,3,5,2,2,1,4,3,11.0410480813427,6.76157276880406,6.76157276880406
"464","RL","Crawfor","1Fam","2Story",6,1934,1995,"TA","TA","Fa","Y",849,1660,1,"TA",1,"Normal",188700,4,4,3,4,5,2,2,1,2,3,12.1479137313566,6.74405918631135,7.41457288135059
"465","RL","CollgCr","1Fam","1Story",5,1978,1978,"TA","TA","TA","Y",1040,1040,2,"TA",0,"Normal",124000,4,4,3,3,5,2,2,1,3,3,11.7280368445872,6.94697599213542,6.94697599213542
"466","RM","Blmngtn","TwnhsE","1Story",7,2004,2004,"Gd","TA","Ex","Y",1414,1414,2,"Gd",2,"Normal",178740,4,2,3,3,5,3,3,1,5,3,12.0936875149354,7.25417784645652,7.25417784645652
"467","RL","NAmes","1Fam","1Story",7,1970,1970,"TA","Gd","TA","Y",1277,1277,1,"TA",2,"Normal",167000,3,4,3,3,5,2,2,1,3,4,12.0257490913989,7.15226885603254,7.15226885603254
"468","RL","NAmes","1Fam","2Story",5,1942,1995,"TA","TA","Ex","Y",888,1644,1,"Gd",1,"Normal",146500,3,4,3,4,5,3,2,1,5,3,11.8947807074393,6.78897174299217,7.40488757561612
"469","RL","NridgHt","1Fam","1Story",8,2006,2006,"Gd","TA","Ex","Y",1634,1634,2,"Gd",3,"Normal",250000,6,4,3,3,5,3,3,1,5,3,12.4292161968444,7.39878627541995,7.39878627541995
"470","RL","SawyerW","1Fam","2Story",6,1993,1993,"Gd","TA","Ex","Y",832,1710,2,"Gd",2,"Normal",187000,4,4,3,4,5,3,3,1,5,3,12.1388638958367,6.72383244082121,7.44424864949671
"471","RL","StoneBr","TwnhsE","1Story",8,1985,1985,"Gd","TA","TA","Y",1502,1502,1,"Gd",2,"Normal",212000,6,4,3,3,5,3,3,1,3,3,12.2643415536542,7.31455283232408,7.31455283232408
"472","RL","NWAmes","1Fam","2Story",7,1977,1977,"TA","TA","TA","Y",1161,1969,2,"TA",2,"Normal",190000,4,4,3,4,5,2,2,1,3,3,12.1547793511426,7.05703698169789,7.58528107863913
"473","RM","Edwards","TwnhsE","SLvl",6,2005,2005,"TA","TA","Ex","Y",1072,1072,1,"TA",2,"Normal",148000,2,2,3,3,5,2,2,1,5,3,11.9049675527463,6.97728134163075,6.97728134163075
"474","RL","NridgHt","1Fam","1Story",8,2006,2007,"Gd","TA","Ex","Y",1976,1976,2,"Gd",3,"Partial",440000,6,4,3,3,6,3,3,1,5,3,12.9945300058944,7.58882987830781,7.58882987830781
"475","RL","StoneBr","TwnhsE","1Story",8,2000,2000,"Gd","TA","Ex","Y",1652,1652,2,"Ex",2,"Normal",251000,6,4,3,3,5,4,3,1,5,3,12.4332082181139,7.40974195408092,7.40974195408092
"476","RL","Sawyer","1Fam","1Story",5,1963,1963,"TA","TA","TA","Y",970,970,1,"TA",2,"Normal",132500,3,4,3,3,5,2,2,1,3,3,11.7943379244084,6.87729607149743,6.87729607149743
"477","RL","CollgCr","1Fam","1Story",6,1997,1998,"TA","TA","Ex","Y",1493,1493,2,"Gd",2,"Normal",208900,4,4,3,3,5,3,2,1,5,3,12.2496109475447,7.30854279753919,7.30854279753919
"478","RL","NridgHt","1Fam","2Story",9,2006,2006,"Ex","TA","Ex","Y",2069,2643,2,"Ex",3,"Normal",380000,6,4,3,4,5,4,4,1,5,3,12.8479265317026,7.63482067774554,7.87966991460429
"479","RL","CollgCr","1Fam","1Story",8,2007,2008,"Gd","TA","Ex","Y",1718,1718,2,"Gd",3,"Normal",297000,4,4,3,3,5,3,3,1,5,3,12.6014874177848,7.4489161025442,7.4489161025442
"480","RM","OldTown","1Fam","1Story",4,1937,2000,"TA","TA","TA","Y",1131,1131,1,"TA",2,"Alloca",89471,2,2,3,3,4,2,2,1,3,3,11.40166982941,7.03085747611612,7.03085747611612
"481","RL","NridgHt","1Fam","1Story",9,2004,2005,"Gd","TA","Ex","Y",1850,1850,2,"Gd",3,"Normal",326000,6,4,3,3,5,3,3,1,5,3,12.6946526603488,7.52294091807237,7.52294091807237
"482","RL","NridgHt","1Fam","1Story",9,2003,2004,"Gd","TA","Ex","Y",1792,1792,2,"Ex",3,"Normal",374000,6,4,3,3,5,4,3,1,5,3,12.8320110763967,7.49108759353488,7.49108759353488
"483","RM","OldTown","1Fam","2Story",7,1915,2005,"Gd","TA","Ex","Y",916,1826,1,"Ex",1,"Normal",155000,2,2,3,4,5,4,3,1,5,3,11.9511803959014,6.82001636467413,7.50988306115491
"484","RM","Mitchel","Twnhs","1Story",6,1998,1998,"TA","TA","Ex","Y",1216,1216,2,"TA",2,"Normal",164000,3,2,2,3,5,2,2,1,5,3,12.0076217068063,7.10332206252611,7.10332206252611
"485","RL","Sawyer","1Fam","1Story",5,1962,2001,"TA","Gd","Gd","Y",999,999,1,"Gd",1,"Normal",132500,3,4,3,3,5,3,2,1,4,4,11.7943379244084,6.90675477864855,6.90675477864855
"486","RL","NAmes","1Fam","1Story",5,1950,2007,"Gd","TA","Gd","Y",1113,1113,1,"Gd",1,"Normal",147000,3,4,3,3,5,3,3,1,4,3,11.8981878657609,7.01481435127554,7.01481435127554
"487","RL","NAmes","1Fam","1Story",5,1965,1965,"TA","TA","TA","Y",1073,1073,1,"TA",2,"Normal",156000,3,4,3,3,5,2,2,1,3,3,11.9576112862317,6.9782137426307,6.9782137426307
"488","RL","NWAmes","1Fam","1Story",5,1971,1971,"TA","TA","Gd","Y",1484,1484,2,"TA",2,"Normal",175000,4,4,3,3,5,2,2,1,4,3,12.0725412529057,7.30249642372733,7.30249642372733
"489","RL","OldTown","2fmCon","1.5Fin",5,1900,1970,"TA","Fa","TA","N",1766,2414,2,"TA",2,"Normal",160000,2,4,1,2,5,2,2,0,3,2,11.982929094216,7.47647238116391,7.78904040165748
"490","RM","MeadowV","Twnhs","SFoyer",4,1970,2002,"TA","Gd","TA","Y",630,630,1,"Gd",1,"Normal",86000,1,2,2,2,5,3,2,1,3,4,11.3621025752356,6.44571981938558,6.44571981938558
"491","RM","MeadowV","TwnhsE","2Story",5,1976,1976,"TA","TA","TA","Y",616,1304,1,"TA",1,"Normal",115000,1,2,3,4,5,2,2,1,3,3,11.6526874073454,6.42324696353352,7.1731917424866
"492","RL","NAmes","1Fam","1.5Fin",6,1941,1950,"TA","TA","TA","Y",958,1578,1,"Fa",1,"Normal",133000,3,4,3,2,5,1,2,1,3,3,11.7981044072039,6.86484777797086,7.36391350140582
"493","RL","Gilbert","1Fam","2Story",6,2006,2006,"Gd","TA","Gd","Y",728,1456,2,"TA",2,"Partial",172785,4,4,3,4,6,2,3,1,4,3,12.0598033260287,6.59030104819669,7.28344822875663
"494","RL","NAmes","1Fam","1Story",5,1960,1960,"TA","TA","TA","Y",1269,1269,1,"TA",1,"Normal",155000,3,4,3,3,5,2,2,1,3,3,11.9511803959014,7.14598446771439,7.14598446771439
"495","RM","OldTown","1Fam","1Story",5,1938,1996,"TA","TA","Gd","Y",886,886,1,"TA",1,"Normal",91300,2,2,3,3,5,2,2,1,4,3,11.4219060665831,6.78671695060508,6.78671695060508
"496","C (all)","IDOTRR","1Fam","1Story",4,1920,1950,"TA","TA","TA","N",720,720,1,"TA",0,"Abnorml",34900,1,1,3,3,5,2,2,0,3,3,10.4602421081905,6.5792512120101,6.5792512120101
"497","RL","NoRidge","1Fam","1Story",8,1992,1993,"Gd","TA","Ex","Y",3228,3228,3,"Gd",2,"Normal",430000,6,4,3,3,5,3,3,1,5,3,12.9715404876697,8.07961802938984,8.07961802938984
"498","RL","BrkSide","1Fam","1.5Fin",7,1925,1950,"TA","Gd","Ex","Y",1133,1820,2,"TA",1,"Normal",184000,2,4,3,2,5,2,2,1,5,4,12.1226910365911,7.03262426102801,7.50659178007084
"499","RL","Sawyer","1Fam","1Story",5,1967,2004,"TA","TA","Ex","Y",899,899,1,"Gd",1,"Normal",130000,3,4,3,3,5,3,2,1,5,3,11.7752897294377,6.80128303447162,6.80128303447162
"500","RL","NAmes","1Fam","1Story",5,1958,1985,"TA","TA","Fa","Y",912,912,1,"TA",1,"Normal",120000,3,4,3,3,5,2,2,1,2,3,11.6952470217642,6.81563999007433,6.81563999007433
"501","RM","BrDale","Twnhs","2Story",6,1973,1973,"TA","TA","TA","Y",672,1218,1,"TA",1,"Normal",113000,1,2,2,4,5,2,2,1,3,3,11.6351430976945,6.51025834052315,7.10496544826984
"502","FV","Somerst","1Fam","2Story",7,2005,2005,"Gd","TA","Gd","Y",866,1768,2,"Gd",2,"Normal",226700,5,5,3,4,5,3,3,1,4,3,12.3313828364956,6.76388490856244,7.47760424319759
"503","RL","Edwards","1Fam","1Story",5,1965,1965,"TA","TA","Ex","Y",1214,1214,1,"TA",2,"Normal",140000,2,4,3,3,5,2,2,1,5,3,11.8493977015914,7.10167597161944,7.10167597161944
"504","RL","Crawfor","1Fam","1Story",7,1959,1997,"TA","TA","TA","Y",1801,1801,2,"TA",2,"Normal",289000,4,4,3,3,5,2,2,1,3,3,12.5741819670946,7.49609734517596,7.49609734517596
"505","RL","NPkVill","TwnhsE","2Story",6,1974,1974,"TA","TA","TA","Y",855,1322,2,"TA",2,"Normal",147000,3,4,3,4,5,2,2,1,3,3,11.8981878657609,6.75110146893676,7.18690102041163
"506","RM","OldTown","Duplex","2Story",5,1952,1952,"TA","TA","Gd","Y",960,1960,2,"TA",2,"Normal",124500,2,2,2,4,5,2,2,1,4,3,11.7320609948869,6.86693328446188,7.58069975222456
"507","RL","SawyerW","1Fam","2Story",8,1993,1994,"Gd","TA","Ex","Y",1065,1911,2,"Gd",2,"Normal",215000,4,4,3,4,5,3,3,1,5,3,12.2783933071098,6.97073007814353,7.55538194424027
"508","FV","Somerst","1Fam","1Story",6,2009,2009,"Gd","TA","Ex","Y",1218,1218,2,"Gd",2,"Partial",208300,5,5,3,3,6,3,3,1,5,3,12.2467346272491,7.10496544826984,7.10496544826984
"509","RM","OldTown","1Fam","2Story",7,1928,2005,"TA","Ex","Ex","Y",689,1378,2,"Gd",2,"Normal",161000,2,2,3,4,5,3,2,1,5,5,11.9891596439666,6.53524127101366,7.2283884515736
"510","RL","NAmes","1Fam","1Story",5,1959,1959,"TA","TA","Ex","Y",1041,1041,1,"TA",1,"Normal",124500,3,4,3,3,5,2,2,1,5,3,11.7320609948869,6.94793706861497,6.94793706861497
"511","RL","NAmes","1Fam","1Story",5,1951,2000,"Gd","TA","Ex","Y",1363,1363,1,"TA",1,"Normal",164900,3,4,3,3,5,2,3,1,5,3,12.0130945085477,7.21744343169653,7.21744343169653
"512","RL","NridgHt","TwnhsE","1Story",7,2005,2006,"Gd","TA","Ex","Y",1368,1368,2,"Gd",2,"Partial",202665,6,4,3,3,6,3,3,1,5,3,12.2193096485622,7.2211050981825,7.2211050981825
"513","RL","NAmes","1Fam","1Story",5,1958,1958,"TA","TA","TA","Y",864,864,1,"TA",2,"Normal",129900,3,4,3,3,5,2,2,1,3,3,11.7745202026587,6.76157276880406,6.76157276880406
"514","RL","Mitchel","1Fam","1Story",6,1983,1983,"TA","Gd","TA","Y",1080,1080,1,"TA",2,"Normal",134000,3,4,3,3,5,2,2,1,3,4,11.805595078933,6.98471632011827,6.98471632011827
"515","RL","Crawfor","1Fam","1.5Unf",5,1926,1950,"TA","TA","Fa","N",789,789,1,"TA",1,"Normal",96500,4,4,3,1,5,2,2,0,2,3,11.4772982873271,6.67076632084587,6.67076632084587
"516","RL","NridgHt","1Fam","1Story",10,2009,2009,"Ex","TA","Ex","Y",2020,2020,2,"Ex",3,"Partial",402861,6,4,3,3,6,4,4,1,5,3,12.9063468682812,7.61085279039525,7.61085279039525
"517","RL","NWAmes","1Fam","SLvl",6,1972,1972,"TA","TA","TA","Y",1378,2119,2,"TA",2,"Abnorml",158000,4,4,3,3,5,2,2,1,3,3,11.9703503120091,7.2283884515736,7.6586995582683
"518","RL","NoRidge","1Fam","2Story",7,1996,1997,"Gd","TA","Ex","Y",1277,2344,2,"Gd",3,"Normal",265000,6,4,3,4,5,3,3,1,5,3,12.4874851049684,7.15226885603254,7.7596141506969
"519","RL","CollgCr","1Fam","2Story",6,1998,1998,"TA","TA","Ex","Y",882,1796,2,"TA",2,"Normal",211000,4,4,3,4,5,2,2,1,5,3,12.2596134124582,6.78219205600679,7.49331724886215
"520","RL","Crawfor","1Fam","2Story",7,1926,2004,"Gd","TA","Ex","Y",1276,2080,1,"Gd",1,"Normal",234000,4,4,3,4,5,3,3,1,5,3,12.3630763943398,7.15148546390474,7.64012317269536
"521","RL","OldTown","2fmCon","2Story",4,1900,2000,"TA","TA","TA","N",694,1294,2,"TA",0,"Normal",106250,2,4,1,4,5,2,2,0,3,3,11.5735500867867,6.5424719605068,7.16549347506085
"522","RL","NAmes","1Fam","1Story",6,1957,1957,"TA","TA","Ex","Y",1244,1244,1,"TA",1,"Normal",150000,3,4,3,3,5,2,2,1,5,3,11.9183905730784,7.12608727329912,7.12608727329912
"523","RM","BrkSide","1Fam","1.5Fin",6,1947,1950,"TA","Gd","Ex","Y",1004,1664,2,"TA",2,"Normal",159000,2,2,3,2,5,2,2,1,5,4,11.9766594812024,6.91174730025167,7.41697962138115
"525","RL","NoRidge","1Fam","2Story",7,1996,1997,"Gd","TA","Ex","Y",1383,2398,2,"Gd",3,"Normal",315750,6,4,3,4,5,3,3,1,5,3,12.6627060402127,7.23201033166476,7.78239033558746
"526","FV","Somerst","1Fam","1Story",7,2005,2005,"Gd","TA","Ex","Y",1266,1266,2,"Gd",2,"Normal",176000,5,5,3,3,5,3,3,1,5,3,12.0782392740203,7.14361760270412,7.14361760270412
"527","RL","NAmes","1Fam","1Story",5,1956,2000,"TA","TA","TA","Y",928,928,1,"TA",1,"Normal",132000,3,4,3,3,5,2,2,1,3,3,11.7905572015685,6.8330317327862,6.8330317327862
"528","RL","NridgHt","1Fam","2Story",9,2008,2008,"Ex","TA","Ex","Y",1476,2713,2,"Ex",3,"Partial",446261,6,4,3,4,6,4,4,1,5,3,13.0086592616321,7.29709100516042,7.90581031265893
"529","RL","Edwards","1Fam","1Story",4,1920,2002,"TA","TA","Ex","Y",605,605,1,"TA",0,"Normal",86000,2,4,3,3,5,2,2,1,5,3,11.3621025752356,6.40522845803084,6.40522845803084
"530","RL","Crawfor","1Fam","1Story",6,1957,1975,"Gd","TA","TA","Y",2515,2515,3,"TA",2,"Alloca",200624,4,4,3,3,4,2,3,1,3,3,12.2091877884303,7.83002808253384,7.83002808253384
"531","RL","Timber","1Fam","SLvl",6,1988,1989,"Gd","TA","Ex","Y",1509,1509,2,"Gd",2,"Abnorml",175000,5,4,3,3,5,3,3,1,5,3,12.0725412529057,7.31920245876785,7.31920245876785
"532","RM","BrkSide","1Fam","2Story",6,1920,1999,"TA","TA","Ex","Y",751,1362,2,"TA",2,"Normal",128000,2,2,3,4,5,2,2,1,5,3,11.7597855429018,6.62140565176413,7.21670948670946
"533","RL","NAmes","1Fam","1Story",5,1955,2007,"TA","TA","Ex","Y",827,827,1,"TA",1,"Normal",107500,3,4,3,3,5,2,2,1,5,3,11.5852461265499,6.71780469502369,6.71780469502369
"534","RL","BrkSide","1Fam","1Story",1,1946,1950,"Fa","Fa","Fa","N",334,334,1,"Fa",0,"Normal",39300,2,4,3,3,5,1,1,0,2,2,10.5789797978574,5.8111409929767,5.8111409929767
"535","RL","Gilbert","1Fam","2Story",8,2004,2004,"Gd","TA","Ex","Y",707,1414,2,"Gd",2,"Normal",178000,4,4,3,4,5,3,3,1,5,3,12.0895388292742,6.56103066589657,7.25417784645652
"536","RL","Edwards","2fmCon","2Story",5,1910,1991,"TA","TA","TA","Y",820,1347,1,"TA",0,"Normal",107500,2,4,1,4,5,2,2,1,3,3,11.5852461265499,6.7093043402583,7.20563517641036
"537","RL","CollgCr","1Fam","2Story",7,1998,1999,"TA","TA","Ex","Y",880,1724,2,"Gd",2,"Normal",188000,4,4,3,4,5,3,2,1,5,3,12.1441972418121,6.77992190747225,7.45240245122364
"538","RL","NAmes","1Fam","1Story",4,1972,1972,"TA","TA","TA","Y",864,864,1,"TA",2,"Normal",111250,3,4,3,3,5,2,2,1,3,3,11.6195352000285,6.76157276880406,6.76157276880406
"539","RL","Sawyer","1Fam","1Story",5,1968,1968,"TA","TA","TA","Y",1159,1159,1,"TA",1,"Normal",158000,3,4,3,3,5,2,2,1,3,3,11.9703503120091,7.05531284333975,7.05531284333975
"540","RL","CollgCr","1Fam","1Story",8,2001,2002,"Gd","TA","Ex","Y",1601,1601,2,"Gd",2,"Normal",272000,4,4,3,3,5,3,3,1,5,3,12.5135573452781,7.37838371299671,7.37838371299671
"541","RL","Timber","1Fam","1Story",9,2006,2006,"Ex","TA","Ex","Y",1838,1838,2,"Ex",3,"Normal",315000,5,4,3,3,5,4,4,1,5,3,12.6603279178078,7.51643330291563,7.51643330291563
"542","RL","NoRidge","1Fam","2Story",8,2000,2000,"Gd","TA","Ex","Y",997,2285,2,"Gd",3,"Normal",248000,6,4,3,4,5,3,3,1,5,3,12.4211840251471,6.90475076996184,7.7341213033283
"543","RL","NWAmes","1Fam","1Story",7,1998,1999,"Gd","TA","Ex","Y",1680,1680,2,"Gd",2,"Normal",213250,4,4,3,3,5,3,3,1,5,3,12.2702204653539,7.4265490723973,7.4265490723973
"544","RH","NAmes","TwnhsE","SFoyer",7,1998,1998,"TA","TA","Ex","Y",767,767,1,"TA",1,"Normal",133000,3,3,3,2,5,2,2,1,5,3,11.7981044072039,6.64248680136726,6.64248680136726
"545","RL","Gilbert","1Fam","2Story",7,2006,2006,"Gd","TA","Ex","Y",664,1496,2,"Gd",2,"Partial",179665,4,4,3,4,6,3,3,1,5,3,12.0988492847421,6.49828214947643,7.31055015853442
"546","RL","NWAmes","1Fam","1.5Fin",7,1988,1988,"Gd","Gd","Gd","Y",1377,2183,2,"Gd",3,"Normal",229000,4,4,3,2,5,3,3,1,4,4,12.3414772825364,7.22766249872865,7.68845535654994
"547","RL","BrkSide","1Fam","1.5Fin",6,1923,1950,"TA","TA","Ex","Y",915,1635,1,"TA",2,"Normal",210000,2,4,3,2,5,2,2,1,5,3,12.2548628096996,6.81892406527552,7.39939808333135
"548","RL","Mitchel","1Fam","SFoyer",5,1970,1970,"TA","Gd","Ex","Y",768,768,1,"TA",2,"Normal",129500,3,4,3,2,5,2,2,1,5,4,11.7714361601217,6.64378973314767,6.64378973314767
"549","RM","OldTown","1Fam","1Story",5,1955,1995,"TA","Gd","TA","Y",825,825,1,"TA",2,"Normal",125000,2,2,3,3,5,2,2,1,3,4,11.7360690162844,6.71538338633468,6.71538338633468
"550","FV","Somerst","1Fam","2Story",7,2003,2004,"Gd","TA","Ex","Y",912,2094,2,"Gd",2,"Normal",263000,5,5,3,4,5,3,3,1,5,3,12.4799093111599,6.81563999007433,7.64683139143048
"551","RL","NPkVill","TwnhsE","1Story",6,1977,1977,"TA","TA","TA","Y",1069,1069,2,"TA",2,"Abnorml",140000,3,4,3,3,5,2,2,1,3,3,11.8493977015914,6.97447891102505,6.97447891102505
"552","RM","OldTown","1Fam","1Story",5,1957,1957,"TA","TA","Gd","Y",928,928,1,"TA",1,"Normal",112500,2,2,3,3,5,2,2,1,4,3,11.6307085006266,6.8330317327862,6.8330317327862
"553","RL","NridgHt","1Fam","1Story",8,2006,2006,"Gd","TA","Ex","Y",1717,1717,2,"Gd",3,"Normal",255500,6,4,3,3,5,3,3,1,5,3,12.4509776886259,7.44833386089748,7.44833386089748
"554","RL","Edwards","1Fam","1Story",4,1949,2003,"TA","TA","Ex","Y",1126,1126,2,"Gd",2,"Normal",108000,2,4,3,3,5,3,2,1,5,3,11.5898865061064,7.02642680869964,7.02642680869964
"555","RL","NridgHt","1Fam","2Story",7,2003,2004,"Gd","TA","Ex","Y",1006,2046,2,"Gd",3,"Normal",284000,6,4,3,4,5,3,3,1,5,3,12.5567295171433,6.91373735065968,7.62364194651157
"556","RM","BrkSide","1Fam","1.5Unf",5,1922,1950,"TA","TA","TA","Y",1048,1048,1,"TA",1,"Normal",113000,2,2,3,1,5,2,2,1,3,3,11.6351430976945,6.95463886488099,6.95463886488099
"557","RL","NAmes","1Fam","1Story",5,1957,1957,"TA","TA","TA","Y",1092,1092,1,"TA",1,"Normal",141000,3,4,3,3,5,2,2,1,3,3,11.8565151693603,6.99576615630485,6.99576615630485
"558","C (all)","IDOTRR","1Fam","1.5Fin",4,1920,1950,"TA","TA","Gd","Y",897,1336,1,"TA",1,"Normal",108000,1,1,3,2,5,2,2,1,4,3,11.5898865061064,6.7990558620588,7.19743535409659
"559","RL","Gilbert","1Fam","2Story",7,1996,1997,"TA","TA","Ex","Y",729,1446,2,"TA",2,"Normal",175000,4,4,3,4,5,2,2,1,5,3,12.0725412529057,6.59167373200866,7.27655640271871
"560","RL","Blmngtn","TwnhsE","1Story",7,2003,2004,"Gd","TA","Ex","Y",1557,1557,2,"Gd",2,"Normal",234000,4,4,3,3,5,3,3,1,5,3,12.3630763943398,7.350516171834,7.350516171834
"561","RL","Sawyer","1Fam","1Story",5,1957,1996,"TA","TA","TA","Y",1392,1392,1,"TA",2,"Normal",121500,3,4,3,3,5,2,2,1,3,3,11.7076695417627,7.23849684089437,7.23849684089437
"562","RL","Mitchel","1Fam","1Story",5,1974,1975,"TA","TA","Gd","Y",1389,1389,1,"TA",2,"Normal",170000,3,4,3,3,5,2,2,1,4,3,12.0435537160324,7.23633934275434,7.23633934275434
"563","RL","Edwards","1Fam","1Story",5,1940,1969,"TA","TA","Ex","Y",996,996,1,"TA",0,"Normal",108000,2,4,3,3,5,2,2,1,5,3,11.5898865061064,6.9037472575846,6.9037472575846
"564","RL","Edwards","1Fam","1.5Fin",6,1918,1950,"TA","TA","Ex","Y",1163,1674,2,"TA",2,"Normal",185000,2,4,3,2,5,2,2,1,5,3,12.1281111040605,7.05875815251866,7.42297125104942
"565","RL","NoRidge","1Fam","2Story",7,1992,2000,"Gd","TA","Ex","Y",1166,2295,2,"Gd",2,"Normal",268000,6,4,3,4,5,3,3,1,5,3,12.498742259493,7.06133436691044,7.73848812249465
"566","RL","SWISU","1Fam","2Story",6,1915,1950,"TA","TA","TA","N",841,1647,1,"Fa",1,"Normal",128000,3,4,3,4,5,1,2,0,3,3,11.7597855429018,6.73459165997295,7.40671073017764
"567","RL","StoneBr","1Fam","2Story",9,2005,2007,"Gd","TA","Ex","Y",1134,2504,2,"Ex",3,"Normal",325000,6,4,3,4,5,4,3,1,5,3,12.6915804613119,7.0335064842877,7.82564473221999
"568","RL","NridgHt","1Fam","1Story",7,2004,2004,"Gd","TA","Ex","Y",1535,1535,2,"Gd",2,"Normal",214000,6,4,3,3,5,3,3,1,5,3,12.273731294004,7.3362856600213,7.3362856600213
"569","RL","SawyerW","1Fam","1.5Fin",8,1983,2009,"Gd","TA","Ex","Y",1496,2132,1,"Gd",2,"Normal",316600,4,4,3,2,5,3,3,1,5,3,12.665394426429,7.31055015853442,7.66481578528574
"570","RL","NAmes","Duplex","SFoyer",5,1979,1979,"TA","TA","TA","Y",943,943,1,"TA",2,"Normal",135960,3,4,2,2,5,2,2,1,3,3,11.8201160038101,6.84906628263346,6.84906628263346
"571","RL","NAmes","Duplex","1Story",5,1965,1965,"TA","TA","TA","Y",1728,1728,2,"TA",2,"Normal",142600,3,4,2,3,5,2,2,1,3,3,11.8677987869623,7.454719949364,7.454719949364
"572","RL","NAmes","1Fam","1Story",6,1959,1959,"TA","TA","Ex","Y",864,864,1,"Gd",1,"Abnorml",120000,3,4,3,3,5,3,2,1,5,3,11.6952470217642,6.76157276880406,6.76157276880406
